Time (UTC),Channel1,Channel2,Channel3
05/22/21 15:42:35,,133.6,
05/22/21 15:42:40,,133.6,127.2
05/22/21 15:42:45,,,127.2
05/22/21 15:43:10,261.4,,
05/22/21 15:43:15,261.4,,
05/22/21 15:43:35,,134.0,
05/22/21 15:43:40,,134.0,127.7
05/22/21 15:43:45,,,127.7
05/22/21 15:44:10,259.2,,
05/22/21 15:44:15,259.2,,
05/22/21 15:44:35,,134.4,
05/22/21 15:44:40,,134.4,128.2
05/22/21 15:44:45,,,128.2
05/22/21 15:45:10,258.7,,
05/22/21 15:45:15,258.7,,
05/22/21 15:45:35,,134.9,
05/22/21 15:45:40,,134.9,128.6
05/22/21 15:45:45,,,128.6
05/22/21 15:46:10,259.2,,
05/22/21 15:46:15,259.2,,
05/22/21 15:46:35,,135.3,
05/22/21 15:46:40,,135.3,129.1
05/22/21 15:46:45,,,129.1
05/22/21 15:47:10,262.4,,
05/22/21 15:47:15,262.4,,
05/22/21 15:47:35,,135.7,
05/22/21 15:47:40,,135.7,129.5
05/22/21 15:47:45,,,129.5
05/22/21 15:48:10,263.1,,
05/22/21 15:48:15,263.1,,
05/22/21 15:48:35,,136.1,
05/22/21 15:48:40,,136.1,130.0
05/22/21 15:48:45,,,130.0
05/22/21 15:49:10,260.2,,
05/22/21 15:49:15,260.2,,
05/22/21 15:49:35,,136.5,
05/22/21 15:49:40,,136.5,130.4
05/22/21 15:49:45,,,130.4
05/22/21 15:50:10,259.5,,
05/22/21 15:50:15,259.5,,
05/22/21 15:50:35,,136.9,
05/22/21 15:50:40,,136.9,130.8
05/22/21 15:50:45,,,130.8
05/22/21 15:51:10,259.2,,
05/22/21 15:51:15,259.2,,
05/22/21 15:51:35,,137.3,
05/22/21 15:51:40,,137.3,131.2
05/22/21 15:51:45,,,131.2
05/22/21 15:52:10,263.9,,
05/22/21 15:52:15,263.9,,
05/22/21 15:52:35,,137.7,
05/22/21 15:52:40,,137.7,131.7
05/22/21 15:52:45,,,131.7
05/22/21 15:53:10,265.0,,
05/22/21 15:53:15,265.0,,
05/22/21 15:53:35,,138.1,
05/22/21 15:53:40,,138.1,132.1
05/22/21 15:53:45,,,132.1
05/22/21 15:54:10,263.8,,
05/22/21 15:54:15,263.8,,
05/22/21 15:54:35,,138.4,
05/22/21 15:54:40,,138.4,132.5
05/22/21 15:54:45,,,132.5
05/22/21 15:55:10,264.7,,
05/22/21 15:55:15,264.7,,
05/22/21 15:55:35,,138.8,
05/22/21 15:55:40,,138.8,132.9
05/22/21 15:55:45,,,132.9
05/22/21 15:56:10,265.0,,
05/22/21 15:56:15,265.0,,
05/22/21 15:56:35,,139.2,
05/22/21 15:56:40,,139.2,133.3
05/22/21 15:56:45,,,133.3
05/22/21 15:57:10,259.1,,
05/22/21 15:57:15,259.1,,
05/22/21 15:57:35,,139.5,
05/22/21 15:57:40,,139.5,133.7
05/22/21 15:57:45,,,133.7
05/22/21 15:58:10,255.6,,
05/22/21 15:58:15,255.6,,
05/22/21 15:58:35,,139.9,
05/22/21 15:58:40,,139.9,134.1
05/22/21 15:58:45,,,134.1
05/22/21 15:59:10,255.1,,
05/22/21 15:59:15,255.1,,
05/22/21 15:59:35,,140.2,
05/22/21 15:59:40,,140.2,134.5
05/22/21 15:59:45,,,134.5
05/22/21 16:00:10,255.0,,
05/22/21 16:00:15,255.0,,
05/22/21 16:00:35,,140.6,
05/22/21 16:00:40,,140.6,134.9
05/22/21 16:00:45,,,134.9
05/22/21 16:01:10,255.9,,
05/22/21 16:01:15,255.9,,
05/22/21 16:01:35,,140.9,
05/22/21 16:01:40,,140.9,135.2
05/22/21 16:01:45,,,135.2
05/22/21 16:02:10,256.9,,
05/22/21 16:02:15,256.9,,
05/22/21 16:02:35,,141.2,
05/22/21 16:02:40,,141.2,135.6
05/22/21 16:02:45,,,135.6
05/22/21 16:03:10,256.5,,
05/22/21 16:03:15,256.5,,
05/22/21 16:03:35,,141.6,
05/22/21 16:03:40,,141.6,136.0
05/22/21 16:03:45,,,136.0
05/22/21 16:04:10,257.7,,
05/22/21 16:04:15,257.7,,
05/22/21 16:04:35,,141.9,
05/22/21 16:04:40,,141.9,136.3
05/22/21 16:04:45,,,136.3
05/22/21 16:05:10,257.8,,
05/22/21 16:05:15,257.8,,
05/22/21 16:05:35,,142.2,
05/22/21 16:05:40,,142.2,136.7
05/22/21 16:05:45,,,136.7
05/22/21 16:06:10,256.0,,
05/22/21 16:06:15,256.0,,
05/22/21 16:06:35,,142.6,
05/22/21 16:06:40,,142.6,137.0
05/22/21 16:06:45,,,137.0
05/22/21 16:07:10,256.0,,
05/22/21 16:07:15,256.0,,
05/22/21 16:07:35,,142.7,
05/22/21 16:07:40,,142.7,137.4
05/22/21 16:07:45,,,137.4
05/22/21 16:08:10,257.2,,
05/22/21 16:08:15,257.2,,
05/22/21 16:08:35,,143.0,
05/22/21 16:08:40,,143.0,137.7
05/22/21 16:08:45,,,137.7
05/22/21 16:09:10,256.7,,
05/22/21 16:09:15,256.7,,
05/22/21 16:09:35,,143.3,
05/22/21 16:09:40,,143.3,138.0
05/22/21 16:09:45,,,138.0
05/22/21 16:10:10,256.0,,
05/22/21 16:10:15,256.0,,
05/22/21 16:10:35,,143.7,
05/22/21 16:10:40,,143.7,138.4
05/22/21 16:10:45,,,138.4
05/22/21 16:11:10,260.3,,
05/22/21 16:11:15,260.3,,
05/22/21 16:11:35,,144.0,
05/22/21 16:11:40,,144.0,138.7
05/22/21 16:11:45,,,138.7
05/22/21 16:12:10,264.4,,
05/22/21 16:12:15,264.4,,
05/22/21 16:12:35,,144.3,
05/22/21 16:12:40,,144.3,139.0
05/22/21 16:12:45,,,139.0
05/22/21 16:13:10,265.8,,
05/22/21 16:13:15,265.8,,
05/22/21 16:13:35,,144.6,
05/22/21 16:13:40,,144.6,139.4
05/22/21 16:13:45,,,139.4
05/22/21 16:14:10,264.9,,
05/22/21 16:14:15,264.9,,
05/22/21 16:14:35,,144.9,
05/22/21 16:14:40,,144.9,139.7
05/22/21 16:14:45,,,139.7
05/22/21 16:15:10,264.3,,
05/22/21 16:15:15,264.3,,
05/22/21 16:15:35,,145.3,
05/22/21 16:15:40,,145.3,140.0
05/22/21 16:15:45,,,140.0
05/22/21 16:16:10,264.2,,
05/22/21 16:16:15,264.2,,
05/22/21 16:16:35,,145.6,
05/22/21 16:16:40,,145.6,140.3
05/22/21 16:16:45,,,140.3
05/22/21 16:17:10,264.9,,
05/22/21 16:17:15,264.9,,
05/22/21 16:17:35,,145.9,
05/22/21 16:17:40,,145.9,140.6
05/22/21 16:17:45,,,140.6
05/22/21 16:18:10,266.8,,
05/22/21 16:18:15,266.8,,
05/22/21 16:18:35,,146.2,
05/22/21 16:18:40,,146.2,140.9
05/22/21 16:18:45,,,140.9
05/22/21 16:19:10,267.9,,
05/22/21 16:19:15,267.9,,
05/22/21 16:19:35,,146.6,
05/22/21 16:19:40,,146.6,141.2
05/22/21 16:19:45,,,141.2
05/22/21 16:20:10,268.3,,
05/22/21 16:20:15,268.3,,
05/22/21 16:20:35,,146.9,
05/22/21 16:20:40,,146.9,141.5
05/22/21 16:20:45,,,141.5
05/22/21 16:21:10,267.2,,
05/22/21 16:21:15,267.2,,
05/22/21 16:21:35,,147.3,
05/22/21 16:21:40,,147.3,141.8
05/22/21 16:21:45,,,141.8
05/22/21 16:22:10,265.1,,
05/22/21 16:22:15,265.1,,
05/22/21 16:22:35,,147.6,
05/22/21 16:22:40,,147.6,142.1
05/22/21 16:22:45,,,142.1
05/22/21 16:23:10,261.4,,
05/22/21 16:23:15,261.4,,
05/22/21 16:23:35,,147.9,
05/22/21 16:23:40,,147.9,142.3
05/22/21 16:23:45,,,142.3
05/22/21 16:24:10,261.1,,
05/22/21 16:24:15,261.1,,
05/22/21 16:24:35,,148.2,
05/22/21 16:24:40,,148.2,142.6
05/22/21 16:24:45,,,142.6
05/22/21 16:25:10,258.6,,
05/22/21 16:25:15,258.6,,
05/22/21 16:25:35,,148.5,
05/22/21 16:25:40,,148.5,142.8
05/22/21 16:25:45,,,142.8
05/22/21 16:26:10,260.0,,
05/22/21 16:26:15,260.0,,
05/22/21 16:26:35,,148.8,
05/22/21 16:26:40,,148.8,143.1
05/22/21 16:26:45,,,143.1
05/22/21 16:27:10,260.5,,
05/22/21 16:27:15,260.5,,
05/22/21 16:27:35,,149.1,
05/22/21 16:27:40,,149.1,143.3
05/22/21 16:27:45,,,143.3
05/22/21 16:28:10,261.1,,
05/22/21 16:28:15,261.1,,
05/22/21 16:28:35,,149.4,
05/22/21 16:28:40,,149.4,143.6
05/22/21 16:28:45,,,143.6
05/22/21 16:29:10,261.6,,
05/22/21 16:29:15,261.6,,
05/22/21 16:29:35,,149.8,
05/22/21 16:29:40,,149.8,143.8
05/22/21 16:29:45,,,143.8
05/22/21 16:30:10,261.6,,
05/22/21 16:30:15,261.6,,
05/22/21 16:30:35,,150.1,
05/22/21 16:30:40,,150.1,144.0
05/22/21 16:30:45,,,144.0
05/22/21 16:31:10,262.0,,
05/22/21 16:31:15,262.0,,
05/22/21 16:31:35,,150.4,
05/22/21 16:31:40,,150.4,144.3
05/22/21 16:31:45,,,144.3
05/22/21 16:32:10,261.2,,
05/22/21 16:32:15,261.2,,
05/22/21 16:32:35,,150.7,
05/22/21 16:32:40,,150.7,144.5
05/22/21 16:32:45,,,144.5
05/22/21 16:33:10,259.1,,
05/22/21 16:33:15,259.1,,
05/22/21 16:33:35,,151.0,
05/22/21 16:33:40,,151.0,144.7
05/22/21 16:33:45,,,144.7
05/22/21 16:34:10,259.2,,
05/22/21 16:34:15,259.2,,
05/22/21 16:34:35,,151.3,
05/22/21 16:34:40,,151.3,145.0
05/22/21 16:34:45,,,145.0
05/22/21 16:35:10,258.8,,
05/22/21 16:35:15,258.8,,
05/22/21 16:35:35,,151.4,
05/22/21 16:35:40,,151.4,145.2
05/22/21 16:35:45,,,145.2
05/22/21 16:36:10,260.0,,
05/22/21 16:36:15,260.0,,
05/22/21 16:36:35,,151.7,
05/22/21 16:36:40,,151.7,145.4
05/22/21 16:36:45,,,145.4
05/22/21 16:37:10,260.9,,
05/22/21 16:37:15,260.9,,
05/22/21 16:37:35,,152.0,
05/22/21 16:37:40,,152.0,145.6
05/22/21 16:37:45,,,145.6
05/22/21 16:38:10,260.0,,
05/22/21 16:38:15,260.0,,
05/22/21 16:38:35,,152.3,
05/22/21 16:38:40,,152.3,145.8
05/22/21 16:38:45,,,145.8
05/22/21 16:39:10,260.1,,
05/22/21 16:39:15,260.1,,
05/22/21 16:39:35,,152.6,
05/22/21 16:39:40,,152.6,146.0
05/22/21 16:39:45,,,146.0
05/22/21 16:40:10,260.5,,
05/22/21 16:40:15,260.5,,
05/22/21 16:40:35,,152.8,
05/22/21 16:40:40,,152.8,146.2
05/22/21 16:40:45,,,146.2
05/22/21 16:41:10,260.4,,
05/22/21 16:41:15,260.4,,
05/22/21 16:41:35,,153.0,
05/22/21 16:41:40,,153.0,146.4
05/22/21 16:41:45,,,146.4
05/22/21 16:42:10,262.2,,
05/22/21 16:42:15,262.2,,
05/22/21 16:42:35,,153.3,
05/22/21 16:42:40,,153.3,146.6
05/22/21 16:42:45,,,146.6
05/22/21 16:43:10,263.4,,
05/22/21 16:43:15,263.4,,
05/22/21 16:43:35,,153.6,
05/22/21 16:43:40,,153.6,146.8
05/22/21 16:43:45,,,146.8
05/22/21 16:44:10,260.8,,
05/22/21 16:44:15,260.8,,
05/22/21 16:44:35,,153.9,
05/22/21 16:44:40,,153.9,147.0
05/22/21 16:44:45,,,147.0
05/22/21 16:45:10,256.3,,
05/22/21 16:45:15,256.3,,
05/22/21 16:45:35,,154.1,
05/22/21 16:45:40,,154.1,147.2
05/22/21 16:45:45,,,147.2
05/22/21 16:46:10,250.6,,
05/22/21 16:46:15,250.6,,
05/22/21 16:46:35,,154.4,
05/22/21 16:46:40,,154.4,147.4
05/22/21 16:46:45,,,147.4
05/22/21 16:47:10,247.6,,
05/22/21 16:47:15,247.6,,
05/22/21 16:47:35,,154.6,
05/22/21 16:47:40,,154.6,147.5
05/22/21 16:47:45,,,147.5
05/22/21 16:48:10,245.9,,
05/22/21 16:48:15,245.9,,
05/22/21 16:48:35,,154.9,
05/22/21 16:48:40,,154.9,147.7
05/22/21 16:48:45,,,147.7
05/22/21 16:49:10,244.4,,
05/22/21 16:49:15,244.4,,
05/22/21 16:49:35,,155.1,
05/22/21 16:49:40,,155.1,147.9
05/22/21 16:49:45,,,147.9
05/22/21 16:50:10,242.9,,
05/22/21 16:50:15,242.9,,
05/22/21 16:50:35,,155.3,
05/22/21 16:50:40,,155.3,148.0
05/22/21 16:50:45,,,148.0
05/22/21 16:51:10,242.1,,
05/22/21 16:51:15,242.1,,
05/22/21 16:51:35,,155.5,
05/22/21 16:51:40,,155.5,148.2
05/22/21 16:51:45,,,148.2
05/22/21 16:52:10,241.5,,
05/22/21 16:52:15,241.5,,
05/22/21 16:52:35,,155.8,
05/22/21 16:52:40,,155.8,148.4
05/22/21 16:52:45,,,148.4
05/22/21 16:53:10,241.2,,
05/22/21 16:53:15,241.2,,
05/22/21 16:53:35,,156.0,
05/22/21 16:53:40,,156.0,148.5
05/22/21 16:53:45,,,148.5
05/22/21 16:54:10,240.1,,
05/22/21 16:54:15,240.1,,
05/22/21 16:54:35,,156.2,
05/22/21 16:54:40,,156.2,148.7
05/22/21 16:54:45,,,148.7
05/22/21 16:55:10,241.0,,
05/22/21 16:55:15,241.0,,
05/22/21 16:55:35,,156.4,
05/22/21 16:55:40,,156.4,148.8
05/22/21 16:55:45,,,148.8
05/22/21 16:56:10,240.4,,
05/22/21 16:56:15,240.4,,
05/22/21 16:56:35,,156.6,
05/22/21 16:56:40,,156.6,149.0
05/22/21 16:56:45,,,149.0
05/22/21 16:57:10,239.9,,
05/22/21 16:57:15,239.9,,
05/22/21 16:57:35,,156.8,
05/22/21 16:57:40,,156.8,149.1
05/22/21 16:57:45,,,149.1
05/22/21 16:58:10,240.8,,
05/22/21 16:58:15,240.8,,
05/22/21 16:58:35,,156.9,
05/22/21 16:58:40,,156.9,149.3
05/22/21 16:58:45,,,149.3
05/22/21 16:59:10,240.7,,
05/22/21 16:59:15,240.7,,
05/22/21 16:59:35,,157.1,
05/22/21 16:59:40,,157.1,149.4
05/22/21 16:59:45,,,149.4
05/22/21 17:00:10,241.4,,
05/22/21 17:00:15,241.4,,
05/22/21 17:00:35,,157.3,
05/22/21 17:00:40,,157.3,149.5
05/22/21 17:00:45,,,149.5
05/22/21 17:01:10,240.8,,
05/22/21 17:01:15,240.8,,
05/22/21 17:01:35,,157.5,
05/22/21 17:01:40,,157.5,149.6
05/22/21 17:01:45,,,149.6
05/22/21 17:02:10,239.9,,
05/22/21 17:02:15,239.9,,
05/22/21 17:02:35,,157.7,
05/22/21 17:02:40,,157.7,149.8
05/22/21 17:02:45,,,149.8
05/22/21 17:03:10,240.2,,
05/22/21 17:03:15,240.2,,
05/22/21 17:03:35,,157.8,
05/22/21 17:03:40,,157.8,149.9
05/22/21 17:03:45,,,149.9
05/22/21 17:04:10,240.0,,
05/22/21 17:04:15,240.0,,
05/22/21 17:04:35,,158.0,
05/22/21 17:04:40,,158.0,150.0
05/22/21 17:04:45,,,150.0
05/22/21 17:05:10,239.3,,
05/22/21 17:05:15,239.3,,
05/22/21 17:05:35,,158.1,
05/22/21 17:05:40,,158.1,150.1
05/22/21 17:05:45,,,150.1
05/22/21 17:06:10,238.4,,
05/22/21 17:06:15,238.4,,
05/22/21 17:06:35,,158.3,
05/22/21 17:06:40,,158.3,150.2
05/22/21 17:06:45,,,150.2
05/22/21 17:07:10,238.7,,
05/22/21 17:07:15,238.7,,
05/22/21 17:07:35,,158.4,
05/22/21 17:07:40,,158.4,150.3
05/22/21 17:07:45,,,150.3
05/22/21 17:08:10,237.9,,
05/22/21 17:08:15,237.9,,
05/22/21 17:08:35,,158.5,
05/22/21 17:08:40,,158.5,150.4
05/22/21 17:08:45,,,150.4
05/22/21 17:09:10,237.6,,
05/22/21 17:09:15,237.6,,
05/22/21 17:09:35,,158.7,
05/22/21 17:09:40,,158.7,150.5
05/22/21 17:09:45,,,150.5
05/22/21 17:10:10,236.3,,
05/22/21 17:10:15,236.3,,
05/22/21 17:10:35,,158.8,
05/22/21 17:10:40,,158.8,150.7
05/22/21 17:10:45,,,150.7
05/22/21 17:11:10,235.7,,
05/22/21 17:11:15,235.7,,
05/22/21 17:11:35,,158.9,
05/22/21 17:11:40,,158.9,150.7
05/22/21 17:11:45,,,150.7
05/22/21 17:12:10,236.0,,
05/22/21 17:12:15,236.0,,
05/22/21 17:12:35,,159.0,
05/22/21 17:12:40,,159.0,150.8
05/22/21 17:12:45,,,150.8
05/22/21 17:13:10,235.9,,
05/22/21 17:13:15,235.9,,
05/22/21 17:13:35,,159.1,
05/22/21 17:13:40,,159.1,150.9
05/22/21 17:13:45,,,150.9
05/22/21 17:14:10,236.6,,
05/22/21 17:14:15,236.6,,
05/22/21 17:14:35,,159.2,
05/22/21 17:14:40,,159.2,151.0
05/22/21 17:14:45,,,151.0
05/22/21 17:15:10,237.7,,
05/22/21 17:15:15,237.7,,
05/22/21 17:15:35,,159.3,
05/22/21 17:15:40,,159.3,151.1
05/22/21 17:15:45,,,151.1
05/22/21 17:16:10,237.4,,
05/22/21 17:16:15,237.4,,
05/22/21 17:16:35,,159.4,
05/22/21 17:16:40,,159.4,151.2
05/22/21 17:16:45,,,151.2
05/22/21 17:17:10,234.1,,
05/22/21 17:17:15,234.1,,
05/22/21 17:17:35,,159.5,
05/22/21 17:17:40,,159.5,151.3
05/22/21 17:17:45,,,151.3
05/22/21 17:18:10,231.9,,
05/22/21 17:18:15,231.9,,
05/22/21 17:18:35,,159.6,
05/22/21 17:18:40,,159.6,151.3
05/22/21 17:18:45,,,151.3
05/22/21 17:19:10,229.9,,
05/22/21 17:19:15,229.9,,
05/22/21 17:19:35,,159.7,
05/22/21 17:19:40,,159.7,151.4
05/22/21 17:19:45,,,151.4
05/22/21 17:20:10,229.9,,
05/22/21 17:20:15,229.9,,
05/22/21 17:20:35,,159.8,
05/22/21 17:20:40,,159.8,151.5
05/22/21 17:20:45,,,151.5
05/22/21 17:21:10,229.7,,
05/22/21 17:21:15,229.7,,
05/22/21 17:21:35,,159.9,
05/22/21 17:21:40,,159.9,151.5
05/22/21 17:21:45,,,151.5
05/22/21 17:22:10,228.2,,
05/22/21 17:22:15,228.2,,
05/22/21 17:22:35,,159.9,
05/22/21 17:22:40,,159.9,151.6
05/22/21 17:22:45,,,151.6
05/22/21 17:23:10,228.5,,
05/22/21 17:23:15,228.5,,
05/22/21 17:23:35,,160.0,
05/22/21 17:23:40,,160.0,151.7
05/22/21 17:23:45,,,151.7
05/22/21 17:24:10,228.0,,
05/22/21 17:24:15,228.0,,
05/22/21 17:24:35,,160.1,
05/22/21 17:24:40,,160.1,151.7
05/22/21 17:24:45,,,151.7
05/22/21 17:25:10,226.5,,
05/22/21 17:25:15,226.5,,
05/22/21 17:25:35,,160.1,
05/22/21 17:25:40,,160.1,151.8
05/22/21 17:25:45,,,151.8
05/22/21 17:26:10,227.1,,
05/22/21 17:26:15,227.1,,
05/22/21 17:26:35,,160.2,
05/22/21 17:26:40,,160.2,151.9
05/22/21 17:26:45,,,151.9
05/22/21 17:27:10,227.2,,
05/22/21 17:27:15,227.2,,
05/22/21 17:27:35,,160.2,
05/22/21 17:27:40,,160.2,151.9
05/22/21 17:27:45,,,151.9
05/22/21 17:28:10,226.9,,
05/22/21 17:28:15,226.9,,
05/22/21 17:28:35,,160.3,
05/22/21 17:28:40,,160.3,152.0
05/22/21 17:28:45,,,152.0
05/22/21 17:29:10,227.4,,
05/22/21 17:29:15,227.4,,
05/22/21 17:29:35,,160.3,
05/22/21 17:29:40,,160.3,152.0
05/22/21 17:29:45,,,152.0
05/22/21 17:30:10,228.4,,
05/22/21 17:30:15,228.4,,
05/22/21 17:30:35,,160.3,
05/22/21 17:30:40,,160.3,152.1
05/22/21 17:30:45,,,152.1
05/22/21 17:31:10,229.6,,
05/22/21 17:31:15,229.6,,
05/22/21 17:31:35,,160.3,
05/22/21 17:31:40,,160.3,152.1
05/22/21 17:31:45,,,152.1
05/22/21 17:32:10,230.7,,
05/22/21 17:32:15,230.7,,
05/22/21 17:32:35,,160.3,
05/22/21 17:32:40,,160.3,152.2
05/22/21 17:32:45,,,152.2
05/22/21 17:33:10,230.9,,
05/22/21 17:33:15,230.9,,
05/22/21 17:33:35,,160.4,
05/22/21 17:33:40,,160.4,152.2
05/22/21 17:33:45,,,152.2
05/22/21 17:34:10,231.5,,
05/22/21 17:34:15,231.5,,
05/22/21 17:34:35,,160.4,
05/22/21 17:34:40,,160.4,152.3
05/22/21 17:34:45,,,152.3
05/22/21 17:35:10,232.5,,
05/22/21 17:35:15,232.5,,
05/22/21 17:35:35,,160.4,
05/22/21 17:35:40,,160.4,152.3
05/22/21 17:35:45,,,152.3
05/22/21 17:36:10,232.0,,
05/22/21 17:36:15,232.0,,
05/22/21 17:36:35,,160.5,
05/22/21 17:36:40,,160.5,152.3
05/22/21 17:36:45,,,152.3
05/22/21 17:37:10,232.5,,
05/22/21 17:37:15,232.5,,
05/22/21 17:37:35,,160.5,
05/22/21 17:37:40,,160.5,152.4
05/22/21 17:37:45,,,152.4
05/22/21 17:38:10,235.1,,
05/22/21 17:38:15,235.1,,
05/22/21 17:38:35,,160.5,
05/22/21 17:38:40,,160.5,152.4
05/22/21 17:38:45,,,152.4
05/22/21 17:39:10,236.1,,
05/22/21 17:39:15,236.1,,
05/22/21 17:39:35,,160.6,
05/22/21 17:39:40,,160.6,152.4
05/22/21 17:39:45,,,152.4
05/22/21 17:40:10,237.5,,
05/22/21 17:40:15,237.5,,
05/22/21 17:40:35,,160.6,
05/22/21 17:40:40,,160.6,152.5
05/22/21 17:40:45,,,152.5
05/22/21 17:41:10,237.6,,
05/22/21 17:41:15,237.6,,
05/22/21 17:41:35,,160.6,
05/22/21 17:41:40,,160.6,152.5
05/22/21 17:41:45,,,152.5
05/22/21 17:42:10,238.7,,
05/22/21 17:42:15,238.7,,
05/22/21 17:42:35,,160.7,
05/22/21 17:42:40,,160.7,152.5
05/22/21 17:42:45,,,152.5
05/22/21 17:43:10,238.6,,
05/22/21 17:43:15,238.6,,
05/22/21 17:43:35,,160.7,
05/22/21 17:43:40,,160.7,152.6
05/22/21 17:43:45,,,152.6
05/22/21 17:44:10,239.5,,
05/22/21 17:44:15,239.5,,
05/22/21 17:44:35,,160.7,
05/22/21 17:44:40,,160.7,152.6
05/22/21 17:44:45,,,152.6
05/22/21 17:45:10,239.4,,
05/22/21 17:45:15,239.4,,
05/22/21 17:45:35,,160.8,
05/22/21 17:45:40,,160.8,152.6
05/22/21 17:45:45,,,152.6
05/22/21 17:46:10,239.5,,
05/22/21 17:46:15,239.5,,
05/22/21 17:46:35,,160.8,
05/22/21 17:46:40,,160.8,152.6
05/22/21 17:46:45,,,152.6
05/22/21 17:47:10,240.0,,
05/22/21 17:47:15,240.0,,
05/22/21 17:47:35,,160.9,
05/22/21 17:47:40,,160.9,152.7
05/22/21 17:47:45,,,152.7
05/22/21 17:48:10,241.1,,
05/22/21 17:48:15,241.1,,
05/22/21 17:48:35,,160.9,
05/22/21 17:48:40,,160.9,152.7
05/22/21 17:48:45,,,152.7
05/22/21 17:49:10,241.3,,
05/22/21 17:49:15,241.3,,
05/22/21 17:49:35,,160.9,
05/22/21 17:49:40,,160.9,152.7
05/22/21 17:49:45,,,152.7
05/22/21 17:50:10,243.0,,
05/22/21 17:50:15,243.0,,
05/22/21 17:50:35,,161.0,
05/22/21 17:50:40,,161.0,152.7
05/22/21 17:50:45,,,152.7
05/22/21 17:51:10,243.1,,
05/22/21 17:51:15,243.1,,
05/22/21 17:51:35,,161.0,
05/22/21 17:51:40,,161.0,152.8
05/22/21 17:51:45,,,152.8
05/22/21 17:52:10,243.2,,
05/22/21 17:52:15,243.2,,
05/22/21 17:52:35,,161.0,
05/22/21 17:52:40,,161.0,152.8
05/22/21 17:52:45,,,152.8
05/22/21 17:53:10,243.2,,
05/22/21 17:53:15,243.2,,
05/22/21 17:53:35,,161.0,
05/22/21 17:53:40,,161.0,152.8
05/22/21 17:53:45,,,152.8
05/22/21 17:54:10,243.1,,
05/22/21 17:54:15,243.1,,
05/22/21 17:54:35,,161.1,
05/22/21 17:54:40,,161.1,152.9
05/22/21 17:54:45,,,152.9
05/22/21 17:55:10,243.4,,
05/22/21 17:55:15,243.4,,
05/22/21 17:55:35,,161.1,
05/22/21 17:55:40,,161.1,152.9
05/22/21 17:55:45,,,152.9
05/22/21 17:56:10,242.9,,
05/22/21 17:56:15,242.9,,
05/22/21 17:56:35,,161.1,
05/22/21 17:56:40,,161.1,152.9
05/22/21 17:56:45,,,152.9
05/22/21 17:57:10,240.4,,
05/22/21 17:57:15,240.4,,
05/22/21 17:57:35,,161.1,
05/22/21 17:57:40,,161.1,152.9
05/22/21 17:57:45,,,152.9
05/22/21 17:58:10,239.7,,
05/22/21 17:58:15,239.7,,
05/22/21 17:58:35,,161.2,
05/22/21 17:58:40,,161.2,153.0
05/22/21 17:58:45,,,153.0
05/22/21 17:59:10,239.7,,
05/22/21 17:59:15,239.7,,
05/22/21 17:59:35,,161.2,
05/22/21 17:59:40,,161.2,153.0
05/22/21 17:59:45,,,153.0
05/22/21 18:00:10,240.3,,
05/22/21 18:00:15,240.3,,
05/22/21 18:00:35,,161.2,
05/22/21 18:00:40,,161.2,153.0
05/22/21 18:00:45,,,153.0
05/22/21 18:01:10,240.3,,
05/22/21 18:01:15,240.3,,
05/22/21 18:01:35,,161.2,
05/22/21 18:01:40,,161.2,153.1
05/22/21 18:01:45,,,153.1
05/22/21 18:02:10,240.6,,
05/22/21 18:02:15,240.6,,
05/22/21 18:02:35,,161.2,
05/22/21 18:02:40,,161.2,153.1
05/22/21 18:02:45,,,153.1
05/22/21 18:03:10,240.4,,
05/22/21 18:03:15,240.4,,
05/22/21 18:03:35,,161.2,
05/22/21 18:03:40,,161.2,153.1
05/22/21 18:03:45,,,153.1
05/22/21 18:04:10,240.8,,
05/22/21 18:04:15,240.8,,
05/22/21 18:04:35,,161.3,
05/22/21 18:04:40,,161.3,153.2
05/22/21 18:04:45,,,153.2
05/22/21 18:05:10,241.5,,
05/22/21 18:05:15,241.5,,
05/22/21 18:05:35,,161.3,
05/22/21 18:05:40,,161.3,153.2
05/22/21 18:05:45,,,153.2
05/22/21 18:06:10,241.5,,
05/22/21 18:06:15,241.5,,
05/22/21 18:06:35,,161.3,
05/22/21 18:06:40,,161.3,153.3
05/22/21 18:06:45,,,153.3
05/22/21 18:07:10,242.0,,
05/22/21 18:07:15,242.0,,
05/22/21 18:07:35,,161.3,
05/22/21 18:07:40,,161.3,153.3
05/22/21 18:07:45,,,153.3
05/22/21 18:08:10,242.0,,
05/22/21 18:08:15,242.0,,
05/22/21 18:08:35,,161.4,
05/22/21 18:08:40,,161.4,153.4
05/22/21 18:08:45,,,153.4
05/22/21 18:09:10,242.8,,
05/22/21 18:09:15,242.8,,
05/22/21 18:09:35,,161.4,
05/22/21 18:09:40,,161.4,153.4
05/22/21 18:09:45,,,153.4
05/22/21 18:10:10,243.7,,
05/22/21 18:10:15,243.7,,
05/22/21 18:10:35,,161.4,
05/22/21 18:10:40,,161.4,153.4
05/22/21 18:10:45,,,153.4
05/22/21 18:11:10,242.5,,
05/22/21 18:11:15,242.5,,
05/22/21 18:11:35,,161.4,
05/22/21 18:11:40,,161.4,153.5
05/22/21 18:11:45,,,153.5
05/22/21 18:12:10,242.1,,
05/22/21 18:12:15,242.1,,
05/22/21 18:12:35,,161.4,
